author,comment,likes,publishedAt,clean_comment,vader,neg,neu,pos,compound,sentiment
@str8x209,Who is here in 2021,0,2021-05-13T15:58:32Z,who is here in,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@GKknowledgeclasses,Ghaint class,0,2021-05-13T15:46:19Z,ghaint class,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@ashugaming7894,Pro player watch this video 😎😎,1,2021-05-13T14:53:33Z,pro player watch this video,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.7184}",0.0,0.647,0.353,0.7184,positive
@kunalbhardwaj1776,Sir sanjiv Pandey sir is yr brother??,1,2021-05-13T14:52:41Z,sir sanjiv pandey sir is yr brother,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@ajitkumarrai3703,Bestest vdo. If teachers would be like u chemistry will be at ease for us.,2,2021-05-13T14:34:44Z,bestest vdo if teachers would be like u chemistry will be at ease for us,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.6124}",0.0,0.722,0.278,0.6124,positive
@rock_and_dhol,Enemies ahead,0,2021-05-13T09:47:43Z,enemies ahead,"{'neg': 0.762, 'neu': 0.238, 'pos': 0.0, 'compound': -0.4939}",0.762,0.238,0.0,-0.4939,negative
@rock_and_dhol,I need guns,0,2021-05-13T09:47:27Z,i need guns,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@shrikantvispute3236,State board ka you tube channel suggest karo na please 11th ka lea,0,2021-05-13T09:24:34Z,state board ka you tube channel suggest karo na please th ka lea,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}",0.0,0.839,0.161,0.3182,positive
@tanishachakraborty7184,Such a good explanation!,4,2021-05-13T08:55:32Z,such a good explanation,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4926}",0.0,0.484,0.516,0.4926,positive
@devangshukla1725,Sir can the compound not be N2O4,0,2021-05-13T07:12:25Z,sir can the compound not be no,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@sudipdatta6000,Ultra legends came here after class 10 xams are cancelled 🔥🔥,0,2021-05-13T05:45:00Z,ultra legends came here after class xams are cancelled,"{'neg': 0.43, 'neu': 0.57, 'pos': 0.0, 'compound': -0.7003}",0.43,0.57,0.0,-0.7003,negative
@officialkrishna1666,Toppers  started class 11 from now...... And legends are waiting for class 10 results ......😅,62,2021-05-13T05:11:25Z,toppers started class from now and legends are waiting for class results,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3612}",0.0,0.878,0.122,0.3612,positive
@sunnyranjan8976,👍,0,2021-05-13T05:02:29Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@nerdsaala.2940,Please someone tell in question 1 why sir divided 7/2🙏🙏,1,2021-05-13T04:59:12Z,please someone tell in question why sir divided,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}",0.0,0.85,0.15,0.3182,positive
@doitXtreme,Hii,1,2021-05-13T03:49:58Z,hii,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@AmanSharma-qb1qi,Nice explanation sir 🙏🏻,1,2021-05-12T15:37:47Z,nice explanation sir,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}",0.0,0.714,0.286,0.4215,positive
@prdumnabiragipraduma2441,Nice,0,2021-05-12T14:15:51Z,nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.0,0.0,1.0,0.4215,positive
@vedantsingh6049,Itna hi h kya,1,2021-05-12T14:00:02Z,itna hi h kya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@vikrmadityapratapsingh6634,sir  43.33  pe   nh3  40 ml  confirm hai  ? mujhe  confusion hai  ki   60 ml  toh nahi hoga.,0,2021-05-12T13:18:48Z,sir pe nh ml confirm hai mujhe confusion hai ki ml toh nahi hoga,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}",0.115,0.885,0.0,-0.296,negative
@dayanidhigiri5575,Sir Mobile no plz,0,2021-05-12T09:34:03Z,sir mobile no plz,"{'neg': 0.289, 'neu': 0.711, 'pos': 0.0, 'compound': -0.0572}",0.289,0.711,0.0,-0.0572,negative
@miqbalbajeer290,Physics is the Best Subject in the World<br>😍,1,2021-05-12T05:58:34Z,physics is the best subject in the worldbr,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.802}",0.0,0.581,0.419,0.802,positive
@theworldofgames9293,How can attend your live classes,0,2021-05-12T05:55:05Z,how can attend your live classes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@tusharbaloda5997,Sir ratio assending or descending honaa compulsary thodi hai third law mae,0,2021-05-12T05:50:44Z,sir ratio assending or descending honaa compulsary thodi hai third law mae,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@ABHINAV_2601,ULTRA PRO LEGEND ARE READ COMMENTS FIRST 😅😅😅😅,2,2021-05-12T05:19:58Z,ultra pro legend are read comments first,"{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.8402}",0.0,0.655,0.345,0.8402,positive
@JohnCena-jw5bk,Background sound of fan 😂😂😂🤞,0,2021-05-12T01:36:53Z,background sound of fan,"{'neg': 0.171, 'neu': 0.419, 'pos': 0.41, 'compound': 0.875}",0.171,0.419,0.41,0.875,positive
@letsstudy5228,Sir bahut bhadiya samjata h,0,2021-05-11T16:05:17Z,sir bahut bhadiya samjata h,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@kali3406,First time watching the channel&#39;s video <br><br><br><br><br>And genuinely I loved the style of teaching sir... <br><br><br><br><br>Was a pleasant study video...👍,1,2021-05-11T16:01:48Z,first time watching the channels video brbrbrbrbrand genuinely i loved the style of teaching sir brbrbrbrbrwas a pleasant study video,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.802}",0.0,0.735,0.265,0.802,positive
@harshverma7979,𝗪𝗛𝗢 𝗪𝗔𝗦 𝗛𝗘𝗥𝗘 𝗔𝗙𝗧𝗘𝗥 𝗘𝗫𝗔𝗠 𝗖𝗔𝗡𝗖𝗘𝗟𝗟𝗘𝗗 ❌,2,2021-05-11T14:18:31Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@krishnakantraj107,Kon kon board exam cancel ❌. Hone par padh rahe hai batao 👍👍,1,2021-05-11T13:48:05Z,kon kon board exam cancel hone par padh rahe hai batao,"{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.25}",0.111,0.889,0.0,-0.25,negative
@laxmisoni9709,Thanks sir,1,2021-05-11T12:13:06Z,thanks sir,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.0,0.256,0.744,0.4404,positive
@mithileshpotbhare7974,I also join this channel after declared board cancell?,0,2021-05-11T09:38:32Z,i also join this channel after declared board cancell,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.296}",0.0,0.784,0.216,0.296,positive
@This_truly_is_evil_era,Itnae likes ke agae yee bakwaas dislikes dikta nahi,2,2021-05-11T07:08:05Z,itnae likes ke agae yee bakwaas dislikes dikta nahi,"{'neg': 0.216, 'neu': 0.56, 'pos': 0.224, 'compound': 0.0258}",0.216,0.56,0.224,0.0258,neutral
@Sarkarijankari001,Sir you are very intelligent app sabsa acha padata ho,2,2021-05-11T06:32:48Z,sir you are very intelligent app sabsa acha padata ho,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.5095}",0.0,0.732,0.268,0.5095,positive
@MR.SHIVRAM,Any one new student 2021-2022 with naya josh✋✋.,14,2021-05-11T05:47:31Z,any one new student with naya josh,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.7506}",0.0,0.61,0.39,0.7506,positive
@sameerahmad0018,Anybody here after 10th board cancelled,1,2021-05-11T05:40:11Z,anybody here after th board cancelled,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.25}",0.286,0.714,0.0,-0.25,negative
@umaupreti1626,Superb sir thank you,1,2021-05-11T05:03:48Z,superb sir thank you,"{'neg': 0.0, 'neu': 0.233, 'pos': 0.767, 'compound': 0.765}",0.0,0.233,0.767,0.765,positive
@unknown-ur1gv,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2284"">38:04</a> ushi proportion में 😂😂😀😀🤣🤣<br>Alkh cutie",14,2021-05-11T03:23:08Z,a href ushi proportion bralkh cutie,"{'neg': 0.086, 'neu': 0.499, 'pos': 0.415, 'compound': 0.9382}",0.086,0.499,0.415,0.9382,positive
@SumitSumit-jw6wo,Sir good lecture 👍👍👍👍,0,2021-05-11T01:42:20Z,sir good lecture,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.0,0.775,0.225,0.4404,positive
@khatushyamji97081,Live class hai,1,2021-05-11T00:32:02Z,live class hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@aarjoo3492,Ultra legend came here after the cancellation of 10 boards😎,4,2021-05-10T16:03:15Z,ultra legend came here after the cancellation of boards,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.4588}",0.0,0.812,0.188,0.4588,positive
@jeemate2900,Legend max pro ultra has came here in 12 th standard 🥲🥺,0,2021-05-10T15:32:18Z,legend max pro ultra has came here in th standard,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@dilpreetk7942,Physics wallah op always 🔥❤️,8,2021-05-10T15:10:40Z,physics wallah op always,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.34}",0.286,0.714,0.0,-0.34,negative
@rajahindustani0425,Sir hindi me nhi samjhaiyega,0,2021-05-10T15:06:02Z,sir hindi me nhi samjhaiyega,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@vishnuedulakanti7841,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=746"">12:26</a> sir you said manganese and wrote magnesium",0,2021-05-10T14:31:19Z,a href sir you said manganese and wrote magnesium,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@ABDXFZ,A MAN WITH 0 HATERS!,0,2021-05-10T13:50:59Z,a man with haters,"{'neg': 0.514, 'neu': 0.486, 'pos': 0.0, 'compound': -0.6399}",0.514,0.486,0.0,-0.6399,negative
@sanakhan-jm3ms,Pcm guy&#39;s like here,1,2021-05-10T11:00:14Z,pcm guys like here,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.0,0.545,0.455,0.3612,positive
@dearrishu1705,Who all are after board exam cancellation,0,2021-05-10T10:49:24Z,who all are after board exam cancellation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Lokii2207,Class 11 batch 2021-2022 hit like,0,2021-05-10T10:45:52Z,class batch hit like,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.0,0.667,0.333,0.3612,positive
@Unknownyet1,"The best part is, no time wastage, no promotions, only studies.",0,2021-05-10T08:35:43Z,the best part is no time wastage no promotions only studies,"{'neg': 0.265, 'neu': 0.482, 'pos': 0.253, 'compound': 0.2023}",0.265,0.482,0.253,0.2023,positive
@parthsharma9745,Bhadiya explanation hai,0,2021-05-10T08:33:33Z,bhadiya explanation hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@unknown-ur1gv,"This man is looking very nervous but in future he will be comedian, actor as well as a good singer",0,2021-05-10T03:58:03Z,this man is looking very nervous but in future he will be comedian actor as well as a good singer,"{'neg': 0.061, 'neu': 0.58, 'pos': 0.359, 'compound': 0.8483}",0.061,0.58,0.359,0.8483,positive
@bhavishyasharma7834,Sir water bhi gas ki form me hota hai na,0,2021-05-09T14:26:27Z,sir water bhi gas ki form me hota hai na,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@SaurabhKumar-di4ql,I wish that every teach should teach like you🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🙂,0,2021-05-09T14:24:31Z,i wish that every teach should teach like you,"{'neg': 0.61, 'neu': 0.208, 'pos': 0.183, 'compound': -0.9381}",0.61,0.208,0.183,-0.9381,negative
@SaurabhKumar-di4ql,🔥🔥I wish that you teach in our 🔥🔥🙂🙂🙂,0,2021-05-09T14:23:49Z,i wish that you teach in our,"{'neg': 0.24, 'neu': 0.4, 'pos': 0.36, 'compound': 0.5605}",0.24,0.4,0.36,0.5605,positive
@abhisheksagar7650,After 10 who come make your attendance,2,2021-05-09T13:58:08Z,after who come make your attendance,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@brooochilll,"Sir for multiple proportion, can we also say that the different mass of one element bears simple whole number with one another and with that simple ratio the element combines with fixed mass of other element.....sir can you please correct me if am wrong...",0,2021-05-09T11:52:28Z,sir for multiple proportion can we also say that the different mass of one element bears simple whole number with one another and with that simple ratio the element combines with fixed mass of other elementsir can you please correct me if am wrong,"{'neg': 0.065, 'neu': 0.86, 'pos': 0.075, 'compound': -0.128}",0.065,0.86,0.075,-0.128,negative
@ridhimagupta4084,Watching this one day befor exam😂😂,0,2021-05-09T09:25:31Z,watching this one day befor exam,"{'neg': 0.162, 'neu': 0.513, 'pos': 0.325, 'compound': 0.7003}",0.162,0.513,0.325,0.7003,positive
@jyotipatel2852,Hahjhs,0,2021-05-09T09:12:51Z,hahjhs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@chinmayeemahanta603,Thanks a lot sir,0,2021-05-09T08:35:44Z,thanks a lot sir,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.0,0.508,0.492,0.4404,positive
@PrinceKumar-sq4sw,Class 10 exam is cancelled,1,2021-05-09T04:25:20Z,class exam is cancelled,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.25}",0.333,0.667,0.0,-0.25,negative
@bhavishyasharma7834,"The only channel which doesn&#39;t waste students&#39; time in waste ads or promotions, sir ne akhri moment tak padhaya",5,2021-05-09T03:26:34Z,the only channel which doesnt waste students time in waste ads or promotions sir ne akhri moment tak padhaya,"{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.6808}",0.248,0.752,0.0,-0.6808,negative
@devendrasinghyadav6685,Sir kuch bhi ho.... Aap sir unique hai,1,2021-05-09T03:14:57Z,sir kuch bhi ho aap sir unique hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@bhavishyasharma7834,Aaj ki date me sir ka vo black glove bhi 1 crore me bikega 😂😂😂,193,2021-05-09T02:01:49Z,aaj ki date me sir ka vo black glove bhi crore me bikega,"{'neg': 0.142, 'neu': 0.574, 'pos': 0.284, 'compound': 0.8271}",0.142,0.574,0.284,0.8271,positive
@ayushangral4020,ME LISTENING TO THIS IN 12TH CLASS BECAUSE 11TH WASTED🙂,1,2021-05-08T18:35:30Z,me listening to this in th class because th wasted,"{'neg': 0.223, 'neu': 0.624, 'pos': 0.153, 'compound': -0.3018}",0.223,0.624,0.153,-0.3018,negative
@Chitraa_13,After this video I think no one get bda bda rasogullahh in exam😅😅,0,2021-05-08T14:35:51Z,after this video i think no one get bda bda rasogullahh in exam,"{'neg': 0.087, 'neu': 0.714, 'pos': 0.198, 'compound': 0.4215}",0.087,0.714,0.198,0.4215,positive
@happygrewal6951,10 class cancall ho gi,0,2021-05-08T13:41:27Z,class cancall ho gi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@alokyadav839,Good evening sir,0,2021-05-08T13:01:18Z,good evening sir,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.0,0.408,0.592,0.4404,positive
@vishalgupta8122,"Now, my concept is totally clear and thank u so much sir.😊",3,2021-05-08T11:46:36Z,now my concept is totally clear and thank u so much sir,"{'neg': 0.0, 'neu': 0.522, 'pos': 0.478, 'compound': 0.8983}",0.0,0.522,0.478,0.8983,positive
@thecoolbros4868,You absolute &quot;legends&quot; please stop this spam,1,2021-05-08T11:27:10Z,you absolute quotlegendsquot please stop this spam,"{'neg': 0.427, 'neu': 0.364, 'pos': 0.209, 'compound': -0.34}",0.427,0.364,0.209,-0.34,negative
@thecoolbros4868,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2161"">36:01</a> ok what??",3,2021-05-08T11:23:31Z,a href ok what,"{'neg': 0.0, 'neu': 0.523, 'pos': 0.477, 'compound': 0.4098}",0.0,0.523,0.477,0.4098,positive
@Musiccloudlyrics,Legends come after board exam cancel and due to choosing science with overconfidence 😂🤣,2,2021-05-08T09:42:21Z,legends come after board exam cancel and due to choosing science with overconfidence,"{'neg': 0.13, 'neu': 0.635, 'pos': 0.234, 'compound': 0.6249}",0.13,0.635,0.234,0.6249,positive
@chemistryonline5256,"<a href=""https://www.youtube.com/channel/UC2yGZAnzB45jcXXbRY2inVw"">https://youtube.com/channel/UC2yGZAnzB45jcXXbRY2inVw</a>",0,2021-05-08T09:20:13Z,a href,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Abhishek_kushwaha_,You not explain properly,0,2021-05-08T08:53:39Z,you not explain properly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@SrishtiVermathA,Thank you so much sir. Keep motivated. We love you 😍,2,2021-05-08T07:37:53Z,thank you so much sir keep motivated we love you,"{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.9136}",0.0,0.441,0.559,0.9136,positive
@AdishKGupta,sir ki aankhe lal hai,1,2021-05-08T07:20:21Z,sir ki aankhe lal hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@jatinkashiv4193,I&#39;m in 12 still studying 11.,0,2021-05-08T06:24:44Z,im in still studying,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@mannatvijay8355,"sir at <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=367"">6:07</a> h mass will be 8 because 2C2H6",1,2021-05-08T05:32:52Z,sir at a href h mass will be because ch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Sumit.seth.001,Bai board exam cancelled hone ke bad padne interest aa rha hai 😀🤣,1,2021-05-08T04:59:42Z,bai board exam cancelled hone ke bad padne interest aa rha hai,"{'neg': 0.195, 'neu': 0.496, 'pos': 0.309, 'compound': 0.4939}",0.195,0.496,0.309,0.4939,positive
@Lamoexplorer,I love ❤you sir,1,2021-05-08T00:21:32Z,i love you sir,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.0,0.488,0.512,0.6369,positive
@assassintv6691,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=359"">5:59</a> - Sir Hydrogen should be 12 right because during balancing we have put 2 so it will get multiplied with 6 ( 2×6 × 1 = 12 )",11,2021-05-07T18:09:38Z,a href sir hydrogen should be right because during balancing we have put so it will get multiplied with,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@sylviajency6347,Love from tamilnadu❤️,1,2021-05-07T17:56:19Z,love from tamilnadu,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.0,0.488,0.512,0.6369,positive
@mdafzal4792,"&quot; Change routes, not destination &quot;<br>                          -Alakh Pandey Sir",903,2021-05-07T16:37:05Z,quot change routes not destination quotbr alakh pandey sir,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@theadarsh9196,Sir you&#39;re unique in world,0,2021-05-07T16:05:30Z,sir youre unique in world,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@aishakhan8573,Mughe kuch samj me nhi ayya,0,2021-05-07T15:51:20Z,mughe kuch samj me nhi ayya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@factmastersd4894,Who else having problems due to cancellation of mole concept,1,2021-05-07T14:41:08Z,who else having problems due to cancellation of mole concept,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4019}",0.231,0.769,0.0,-0.4019,negative
@dheerajbhardwaj9518,Very nice lecture,0,2021-05-07T14:23:36Z,very nice lecture,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.4754}",0.0,0.393,0.607,0.4754,positive
@aditidogra8483,In history (first time all student pass 10 class without study) 😅,2,2021-05-07T11:13:25Z,in history first time all student pass class without study,"{'neg': 0.131, 'neu': 0.869, 'pos': 0.0, 'compound': -0.2755}",0.131,0.869,0.0,-0.2755,negative
@himaniverma8104,sir u r jst awesome😄😄😄,1,2021-05-07T10:56:28Z,sir u r jst awesome,"{'neg': 0.0, 'neu': 0.387, 'pos': 0.613, 'compound': 0.9618}",0.0,0.387,0.613,0.9618,positive
@Ayush-cs2bk,Why every one in the comments wants to make every one legend-,0,2021-05-07T10:39:58Z,why every one in the comments wants to make every one legend,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@wokoloko1352,&#39;&#39;TEACHER HO THO ASEE&#39;&#39;😀  SALUTE TO ALAKH PANDEY SIR 👌👌👌,6,2021-05-07T09:14:33Z,teacher ho tho asee salute to alakh pandey sir,"{'neg': 0.0, 'neu': 0.324, 'pos': 0.676, 'compound': 0.9633}",0.0,0.324,0.676,0.9633,positive
