author,comment,likes,publishedAt
@lunarlancer_05,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=460"">7:40</a> aasan question ko bahut complex le gaye",9,2021-07-25T13:26:05Z
@satyambhardwaj5095,NICE VIDEO.....,1,2021-07-25T12:45:23Z
@elisa3234,Thanks you sir,0,2021-07-25T12:05:50Z
@mohdshahabaz6783,Guys please make this video the first video to get 1 crore views<br>It is the most watched video of physics wallah,1,2021-07-25T10:40:23Z
@sanojshah250,Aapaka name Kya hai bhaia,0,2021-07-25T09:48:26Z
@lakshyalodiwal,Ultra max legends are here after 10 board results 😉,0,2021-07-24T20:35:19Z
@anuragyadav2086,Got my 10th result today<br>And starting my studies with this vid,0,2021-07-24T17:17:51Z
@Somesh_vishwa04,Rise hand if you are here before one or two day of ur chemistry test,0,2021-07-24T15:58:17Z
@dakshnath7731,7084917408,0,2021-07-24T15:40:03Z
@uditjain4540,10M reaching soon,2,2021-07-24T15:23:11Z
@ankitarana5524,Bhai neet 2021  wale bche aaye hai yaha😂,1,2021-07-24T12:13:53Z
@infinitocompare4137,Comment section is still active 😮😃!!Hit like if u are fan of alakh sir 😀,4,2021-07-24T07:59:45Z
@Devender_gamer,Not interested,0,2021-07-24T07:39:53Z
@callmegod7172,❤️❤️❤️❤️,0,2021-07-24T06:42:27Z
@rajvishwakarma4119,Op bolte,1,2021-07-24T05:41:55Z
@royaltags2490,Gay law😂😂😂😂🤣🤣🤣,1,2021-07-24T04:20:02Z
@royaltags2490,Who is watching in july,1,2021-07-24T03:17:46Z
@neharajput4559,Thanku so much sir...,1,2021-07-24T01:28:32Z
@amishasingh814,Sir plz give the notes of this chapter,0,2021-07-23T15:50:22Z
@amishasingh814,You are the best teacher,0,2021-07-23T15:49:43Z
@navratanyadav4720,Very good sir 😊,1,2021-07-23T12:27:23Z
@Rituy7291,All the best to those students who read 11th without pass 10th class🤣😂,2,2021-07-23T10:26:09Z
@primesigma5892,10 million coming....,2,2021-07-23T06:53:58Z
@ultratrick7697,Legends are those class 12 th students finally decided to learn this chapter now 🔥🤣🤣🤣🤣🤣,371,2021-07-23T06:34:24Z
@panislamism,Alakh sir ≈ green ranger(spd)<br>        (Crack it),1,2021-07-23T04:35:34Z
@Schrodinger77,From Pakistan 🇵🇰 Love Alak sir .............,1,2021-07-22T19:19:24Z
@NeelamSingh-vh4hc,Online  padhaeye sir plz  and note book kaise bnaai yeah bhi,0,2021-07-22T17:57:11Z
@Techbeckofab,Thanks sir very nicely explained,0,2021-07-22T16:12:29Z
@AMITKUMAR-vq3rd,10 million soon,1,2021-07-22T13:21:14Z
@DiscloseTheFacts,&#39;&#39;Bol laha hun&#39;&#39; why do alakh sir mostly says laha hun instead of RAHA HOON!!! BTW thankyouu sir😅💜,5,2021-07-22T12:40:33Z
@anirudhshetty9230,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1298"">21:38</a>  haa sir samaj mee aa gayaa 😑😑",2,2021-07-22T10:32:43Z
@pallavipcmb4713,Mere baad pdaai start krne wale mujhse friendship kre😂😂,2,2021-07-22T09:18:49Z
@Amanmeenaaaaa,I was his own ads on his own video 😂,0,2021-07-22T05:55:17Z
@sadhanatrivedi6399,"At <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=158"">2:38</a> shouldn&#39;t 12 be multiplied with 16",8,2021-07-22T04:32:55Z
@CRM_GAMER_YT,thanks for 140 subscribers bass<br>abb 10 million karwa do,1,2021-07-21T22:15:05Z
@akashchandradas2970,Thanx  Sir,0,2021-07-21T15:26:14Z
@AYMusic2,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=585"">9:45</a>",0,2021-07-21T14:55:09Z
@pyushhhhh,Sir please Hindi medium ki class bhi start kijiye nn,0,2021-07-21T13:04:45Z
@devikadeepanshudevikadeepa7566,Neet neet who made this uffff,1,2021-07-21T11:13:50Z
@pramilakunwar3146,9.8 million views but  191 k likes only .....if u learn something here than do like ...don&#39;t go without liking his vedios.....🙏🏻,1,2021-07-21T04:42:16Z
@dushyant7395,your class is boring please make it intresting,1,2021-07-21T03:59:16Z
@harshittyagigaming481,4,0,2021-07-21T03:07:06Z
@ayushrai8280,Those student are extraordinary which are seeing this video in july😂😂,5,2021-07-20T16:04:35Z
@8bitkratos,Love from kashmir,0,2021-07-20T15:30:34Z
@subhartislife9243,Very brilliant teacher,0,2021-07-20T15:30:27Z
@benithmondal7327,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=930"">15:30</a> sir sacch sacch bataiye aapne calculator use kia tha na ? 😋😋",10,2021-07-20T15:11:44Z
@nehasingh2189,Wawww,0,2021-07-20T14:54:02Z
@neetbioshorts9998,Kya ye jee ke liye sufficient ha,0,2021-07-20T13:39:11Z
@mayankpandey5079,"Being a senior... As I have passed out 12th and preparing for neet.. I would like to suggest to 11th beginners to stay connected with Pw  and Don&#39;t change teachers in between the year for subjects, becoz I changed teachers and it affected my score...",872,2021-07-20T11:55:52Z
@mayankpandey5079,"Who else noticed at that time sir was so sincere... And innocent like...<br>And now, Kabir singh 😎😎🔥🔥❤️",5,2021-07-20T11:52:58Z
@mayankpandey5079,Childrens 🧒 came here by searching 11th chemistry ch -1..<br>Legends 😎 came here after touching most popular video 🤣🤣,29,2021-07-20T11:49:33Z
@manojgautam168,Tnx sir for best explanation 👏,1,2021-07-20T11:25:19Z
@aakash__14ry,Class 10 student achieve 90+%🤣🤣🤣<br>And coming direct class 11🤣🤣,1,2021-07-20T08:03:44Z
@Gajendrasingh-ci5pg,Attitude more study less,0,2021-07-20T06:54:32Z
@anuragvaibhaw3603,All are LEGENDS 😎🤟Hai ki nai,1,2021-07-19T15:49:30Z
@BrothersOfficial69,Any class 10 students who came to check chemestry is tough or not,4,2021-07-19T15:26:51Z
@lily-tulip47,Thankyou sir 😊💫,1,2021-07-19T07:30:50Z
@Karantiwari980,How many students comes here today?,3,2021-07-19T03:24:40Z
@armymanaadi,4.5,0,2021-07-19T01:16:10Z
@Kumaar_Ritesh,10 Million views soon ❤️❤️,2,2021-07-18T16:36:31Z
@kulbirsingh-pt2bh,Koi yah pe h jisne brainly use kerta ho please reply me,1,2021-07-18T15:40:12Z
@Yours19132,𝓦𝓱𝓸 𝓬𝓪𝓷 𝓻𝓮𝓪𝓭 𝓲𝓽,2,2021-07-18T12:33:56Z
@Yours19132,Who plays free fire,1,2021-07-18T12:32:15Z
@infotube9931,Ultra legend pro Maxx came here when they came to know that school is opening tomorrow....🤑🤑🤑🤑🤑🤑,1,2021-07-18T10:08:03Z
@yashverma1508,39:9 reaction is not balance correctly,0,2021-07-18T08:34:32Z
@Parthsarthi2659,1 crore views is just near,1,2021-07-18T08:18:52Z
@Raoutkarshyaduvanshi,Sir ek aur channel bana dijiye <br>Neet wallah 👍🏻🙏🏻🙏🏻,3,2021-07-18T05:08:12Z
@dewanshdakhole8229,Sir aapko 10th me kitne mile the😅😅,2,2021-07-18T05:01:54Z
@Im_yashgupta,Alakh Sir is the best Teacher in history of YouTube her teaching formula is one of the best comapre to school teachers,3,2021-07-18T03:27:43Z
@TATAIPL-rq2zy,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2824"">47:04</a> 💯💯",0,2021-07-17T16:16:32Z
@royalkings4561,Very good sir,0,2021-07-17T14:21:10Z
@Asadkhanbams,Bio wale like thoko🤘🤘❤❤,3,2021-07-17T11:26:38Z
@shubranshu__2005,Best teacher ever 😃,4,2021-07-17T11:00:18Z
@crazefit,Bhai kuch samaj nahi aya,2,2021-07-17T10:38:05Z
@sumitechgamerz,Ultra Pro legends are watching in 12 th mid .anyone else,4,2021-07-17T06:47:57Z
@mohinderpal6699,Sir you are profect teacher in the world,3,2021-07-17T06:29:31Z
@Jagdishbhai-vs1ho,🙏❤️,2,2021-07-17T05:50:20Z
@onetapboy9959,Where defination,0,2021-07-17T04:55:35Z
@shivamsham6550,Comment section full of legends... ultra legends ... ultra pro legends 😂😂<br>👇,2,2021-07-17T04:40:04Z
@rajeshsinghrajput3709,Guys best of luck or acche se study karna🤗🤗,3,2021-07-17T02:52:23Z
@friendsclab6130,Headphones DJ than thake it happens if oh thif fhgjk cyclone ujv,0,2021-07-16T17:21:10Z
@janmejayabehera1798,Are 1st time es vdo ka caption available he tho foreign log bhi esa padh sakte hen..,2,2021-07-16T11:38:48Z
@ishansinghbhadauria5853,"Glad to see you,, you too wasted so much time like me thinking about how to start, what to do after 12th . And now finally you are here.",6,2021-07-16T11:30:32Z
@abhaypratapsinghrathore9920,How many of you 😀😀are watching this video 🤣 in month of July 🤣🤣🤣,0,2021-07-16T11:03:21Z
@shivrajsingh7822,Sir agar 2 mole of Ethane h to 7 mole of oxygen kyu required honge please tell me agar sir nhi to koi student mujhe bta de please,2,2021-07-16T07:19:03Z
@rambo3200,"Dear Student,<br>     You have a class on 16-Jul-21, from <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1070"">17:50</a> to<br>      <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1185"">19:45</a> on the Topic PSSK@CMNDTR2022X01<br><br>     Click the link to join the class – <a href=""https://fiitjee.zoom.us/j/84709129717"">https://fiitjee.zoom.us/j/84709129717</a><br><br>     Meeting Id – 84709129717<br>     Password – 256453",1,2021-07-16T07:12:13Z
@rambo3200,"Dear Student,<br>     You have a class on 16-Jul-21, from <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=930"">15:30</a> to<br>      <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1045"">17:25</a> on the Topic MUW@CMNDTR2022X01<br><br>     Click the link to join the class – <a href=""https://fiitjee.zoom.us/j/83543927367"">https://fiitjee.zoom.us/j/83543927367</a><br><br>     Meeting Id – 83543927367<br>     Password – 258745",1,2021-07-16T07:12:03Z
@khoobsurat66,Sir yeh jk board ka liya ha ?,0,2021-07-16T05:36:34Z
@sync2112,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=198"">3:18</a>",0,2021-07-15T23:53:12Z
@jainulansari8142,My insta account<br>mr_sajid_ahmed_786<br>Plz follow me i will follow back 💯%,0,2021-07-15T17:13:40Z
@kuldeepyt.beigner,Wow mast 🥱🥱🥱👍👍👍👍👍,0,2021-07-15T16:19:47Z
@ashuraj7260,The lecture is good but i am really very bad in chem maths n physic_math,1,2021-07-15T16:05:34Z
@Mathmasterywithshivam,Great job 👏🏻 sir,1,2021-07-15T14:43:25Z
@rTAP4645,That explanation of # Law was out standing <br>All over result: MJA AAGYA ❤️❤️,5,2021-07-15T14:24:29Z
@pratik8308,A GREAT JOURNEY FROM WHITE BOARD TO SMART BOARD!!!<br>AND STILL THIS JOURNEY IS CONTINUED!!!<br><br>HATS OFF TO YOU SIR,2,2021-07-15T10:02:47Z
@archanadixit5261,Nice sir bohat aache se samajh me aaya,0,2021-07-15T05:30:37Z
@brainengine4422,Everyone is ready to Fight 11th chemistry👨‍🔬 with  physics vala🤓🤟🤟,2,2021-07-15T00:31:05Z
@gamingwithtanishq9695,What&#39;s your fees,3,2021-07-14T16:15:17Z
@nidasaifi3694,Sir jo apne gay lussac law bataya to apne usme water liquid form mana magar aisa bhi to ho sakta hai ki water  steam ki form mai ho,0,2021-07-14T14:56:00Z
@Sunray224,7:5 valid nhi h kya law of multiple propotion m?? meko koi btao,0,2021-07-14T12:43:35Z
@user-hs2wc8vr3v,"Hello! I am from the Education Times. Working on an article on teaching through YouTube videos. Please share your contact details, would like to talk to you regarding this.",0,2021-07-14T10:02:13Z
@umamahendra6310,Every one feels like we are legend&#39;s and ultra legend&#39;s but real legend is alakh pande...👌👌☺☺,236,2021-07-14T09:36:05Z
@sahil__shah04,"I always prefer to watch his old vedios as now new teachers teach in his channel, but no one can be physics wallah🤞",99,2021-07-14T07:01:13Z
@indianshorts6299,Abhi kon kon aaya first tym 11 class padne 😀,2,2021-07-14T02:02:23Z
@kundanikasharma9504,Sir Orr bhi topics hain iske aage vo b smja dijiyega ek video mai...,0,2021-07-13T16:58:11Z
@User0923-r6b,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=746"">12:26</a> who else concentrate more on mobile company than question 😅😅",7,2021-07-13T16:29:43Z
@bucherswamibucherswami,Bkvass,1,2021-07-13T10:42:19Z
@rockstar-yt-official_gaming,Sir 1.51 ko aapne 3:2 kaise likha smj nhi aaya 🙄,0,2021-07-13T10:34:54Z
@jnx817,Hi sir u r explaination is too gud,0,2021-07-13T10:13:14Z
@omkarmhaske2042,Hit like If you are watching in july,3,2021-07-13T05:50:18Z
@Riyac-i2e,Thanku alakh sir for making videos of every chapter,2,2021-07-13T04:50:19Z
@s74sursuti,When I read Reciprocal law in book I didn&#39;t understood .but in your class sir I make out this slowly slowly thank you sir.<br>Pranam sir from West Bengal,4,2021-07-13T03:36:31Z
@rohannegi5750,❤,0,2021-07-12T18:13:09Z
@Yours19132,SEARCH -  clash squad with killers2404,1,2021-07-12T17:24:23Z
@adityagudla5685,Can anyone give me the order of lessons according to the textbook as i ordered textbook but its gonna take time but i wanna complete this lesson by results come out so please take time and send the order part wise pls................,0,2021-07-12T16:33:09Z
@mihirranjanbarik9968,Excellent teaching,1,2021-07-12T16:26:05Z
@mihirranjanbarik9968,Excellent teaching. Our country needs teacher like you,4,2021-07-12T16:25:25Z
@user---mighty_arya,Alakh sir is giving vast knowledge in free of cost. Thanks for ur support sir,4,2021-07-12T14:36:23Z
@fizakhan8325,Yes sir is a great power...of physcis as well as chemistry....<br>Kon kon is baat se sehmat hai like here...hum bhi to jaane ki kitne log sir ko pyaar krte hai....best of luck all student....those are preparing for jee and neet without 10 and 12 examination...i will prepare for neet and you aree all...???,2,2021-07-12T13:52:46Z
@ManishSoni-yw6zt,Sir hme english to samjh me nhi aati lekin aapki language jrur samjh aa rhi hai,0,2021-07-12T10:12:57Z
@surajgurjar5586,Sir Hindi medium wale  video banavo,0,2021-07-12T09:52:17Z
@shorthubeditzz,Only legend came here after hearing class 10 has cancelled,4,2021-07-12T07:48:35Z
@mddanishmathematicsclasses2207,Sir your video is very helpful for plus 2 students.,2,2021-07-12T06:49:53Z
@atulraj1211,Nice,0,2021-07-12T04:17:15Z
@pkdanger4160,Sir please upload notes,0,2021-07-12T04:06:46Z
@bhumikaml1096,guys i have doubt is the notes when he give while lecturing for neet chemistry part is enough? or should i write lecturewise notes because not having much time to go through it as balancing both 1st pu and 2nd pu?,1,2021-07-11T23:46:34Z
@m_rudra_iitians,STILL THE BEST LECTURE in utube AFTER 3 YR,25,2021-07-11T16:27:55Z
@ArjunaJee-oi7rb,Most popular video,0,2021-07-11T15:18:32Z
@utkarsh-d1m,Sir aapka ye online class every day chlta h sir,1,2021-07-11T14:55:09Z
@arshit,Yrr maine to abhi ko start kiya hai 🤣🤣🤣🤣 study 🔥😀,2,2021-07-11T11:15:46Z
@ssc.tutorial,"<a href=""https://www.youtube.com/watch?v=d8RhwJS0J4E"">https://youtu.be/d8RhwJS0J4E</a>",0,2021-07-11T09:04:39Z
@divyabisht7635,Legends coming here when board cancelled..<br>Ultra Pro legends : coming here when they got to know tomorrow is their chemistry first  unit test 😂😂😂...so here I&#39;m,294,2021-07-11T02:09:09Z
@anshshukla6797,"Hello sir it is wrong <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=686"">11:26</a> ratio of hydrogen and oxygen is 2:1 .",1,2021-07-10T17:53:23Z
@bhumikabindal306,Arjun watch kaisa h??<br>I also wanna to get subscription,1,2021-07-10T14:40:54Z
@kushwah1853,Me,0,2021-07-10T14:08:11Z
@vishalchauhan3341,Alag Pandey sir you are beast teacher in the universe,1,2021-07-10T13:05:23Z
@radhikachoudhary0107,Laws of reciprocal proportions is not given in ncert,0,2021-07-10T11:58:48Z
@annaiyarsamayal9679,"Anybody know <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=952"">15:52</a> how 3:2 came from 1.51?",0,2021-07-10T10:08:34Z
@Ni_ranjanyadav,Ultra pro max legends  are starting from July 😂😂for 11th <br>Me starting from 10 July,3,2021-07-10T05:48:51Z
@xzerterff336,How many of you were given class 10 th board exams???,0,2021-07-09T17:25:59Z
@xzerterff336,It&#39;s decone,0,2021-07-09T17:23:57Z
@xzerterff336,Hey,0,2021-07-09T17:23:42Z
@kiyarabaheer2807,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2363"">39:23</a> alakh sir said water is liquid but guys in combustion reaction of methane, water is produced in the form of steam so water is treated as a gas as the reaction takes place in gaseous phase..",3,2021-07-09T16:14:58Z
@maitrichandasci-1053,Those 6700 dislikes are from frustrated school and tuition teachers😆😆,2,2021-07-09T08:59:50Z
@arpitraj2867,"Hello , guys if someone is planning to take unacademy subscription kindly what&#39;s app me for discount on 9135122864 🙏🙏",0,2021-07-09T04:17:32Z
@arpitraj2867,"Hello , guys if someone is planning to take unacademy subscription kindly what&#39;s app me for discount on 9135122864 🙏🙏",0,2021-07-09T04:17:28Z
@princemehta8259,Sir apke lecture lenthy hote h. Zada time lagta h. Ap chapter kapadhaya kro plz h .Sir aap padhate achha ho no doubt pr sir aesee m hame exam prepration me zada time lagta h.sorry sir but i think i should bother you about that. So sir plz🙏🙏🙏,0,2021-07-09T03:57:41Z
@Thecrownboy001,IAM neet aspraint,2,2021-07-08T21:49:41Z
@chemistryworld9336,"IUPAC Nomenclature PART 01: <a href=""https://www.youtube.com/watch?v=JtIgKJhSarc"">https://youtu.be/JtIgKJhSarc</a>",0,2021-07-08T16:36:23Z
@chemistryworld9336,"For Learning Chemistry in Simple language with Basic Knowledge Watch following Videos <br><br>Chemistry of alcohols: <a href=""https://www.youtube.com/watch?v=y9YSNHp4lzM"">https://youtu.be/y9YSNHp4lzM</a>   <br>Preparation Methods of alcohols:  <a href=""https://www.youtube.com/watch?v=bqJKFgVGKqI"">https://youtu.be/bqJKFgVGKqI</a> <br>Grignard Synthesis of alcohols :  <a href=""https://www.youtube.com/watch?v=Nb5wTW1RJUI"">https://youtu.be/Nb5wTW1RJUI</a> <br>Practise MCQs Alcohols : <a href=""https://www.youtube.com/watch?v=WukJnxjUPF0"">https://youtu.be/WukJnxjUPF0</a> <br>SN1 Nucleophilic Substitution Reactions Unimolecular:  <a href=""https://www.youtube.com/watch?v=MkbWYj_cMxU"">https://youtu.be/MkbWYj_cMxU</a> <br>SN2 Nucleophilic Substitution Reactions bimolecular: <a href=""https://www.youtube.com/watch?v=fv_8C_J5bwQ"">https://youtu.be/fv_8C_J5bwQ</a> <br>IUPAC Nomenclature PART 01: <a href=""https://www.youtube.com/watch?v=JtIgKJhSarc"">https://youtu.be/JtIgKJhSarc</a> <br>IUPAC Nomenclature PART 02: <a href=""https://www.youtube.com/watch?v=7CTtjc38kpQ"">https://youtu.be/7CTtjc38kpQ</a> <br>Electronegativity : <a href=""https://www.youtube.com/watch?v=SeHE2YoTMBo"">https://youtu.be/SeHE2YoTMBo</a> <br>Inductive Effect and Applications : <a href=""https://www.youtube.com/watch?v=CT7qeztdq2M"">https://youtu.be/CT7qeztdq2M</a> <br>Carbocation and carbanion: <a href=""https://www.youtube.com/watch?v=gCdg7TefuPc"">https://youtu.be/gCdg7TefuPc</a>",0,2021-07-08T16:31:25Z
@RahulKumar-tx6bm,"Thanks a lot ,sir.👏👏👏👏👏🚩🚩🚩🚩",2,2021-07-08T16:02:03Z
@alizafatima8910,Sir aik chapter aik he video MN upload kren,2,2021-07-08T13:41:09Z
@musicbeats43684,Nice study,2,2021-07-08T12:39:32Z
@Arshxiiiii,physics Walllah op,2,2021-07-08T10:28:22Z
@deepikayadav9058,Sir please teach hindi medium students,2,2021-07-08T10:22:13Z
@SoulsyncxAI_24,"I am new subscriber <br>Subscribed at  ( <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=618"">10:18</a>  am) <br>Thur - 8 July <br>2021 🤗",5,2021-07-08T04:50:19Z
@AKGamer-zb7ih,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1377"">22:57</a>",1,2021-07-08T04:08:57Z
@methane385,"At <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=168"">2:48</a> 😂😂<br>sir to Lavoisier sir- chal - chal apne baap ko mat sikha 🤣😂",30,2021-07-08T01:38:15Z
@karanff959,Koi ff player,2,2021-07-07T15:42:07Z
